City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Max Temp,Wind Speed,lng
382,sao joao da barra,0,BR,1554505200,83,-21.64,80.6,11.41,-41.05
383,saint anthony,75,US,1554508551,62,43.97,51.8,16.11,-111.68
384,ngunguru,44,NZ,1554507485,72,-35.62,66.99,5.99,174.5
385,lazarev,92,RU,1554508692,92,52.23,27.93,14.67,141.51
386,teya,40,MX,1554508051,41,21.05,91.4,11.41,-89.07
387,fairbanks,20,US,1554508622,38,64.84,43.0,9.17,-147.72
388,kamaishi,75,JP,1554505200,86,39.28,41.0,5.82,141.86
389,elat,56,CM,1554508695,96,2.91,71.31,2.15,11.16
390,aykhal,76,RU,1554508696,81,65.95,20.37,3.94,111.51
391,angoche,20,MZ,1554508699,100,-16.23,80.76,4.16,39.91
392,rio grande city,90,US,1554508648,65,26.38,84.2,11.41,-98.82
393,almaznyy,0,RU,1554505200,64,48.03,33.8,2.24,40.04
394,beloha,0,MG,1554508702,77,-25.17,74.01,7.96,45.06
395,swinford,80,IE,1554508691,86,53.94,46.0,3.0,-8.95
396,jizan,0,SA,1554505200,79,16.89,84.2,8.05,42.56
397,paracuru,0,BR,1554508691,83,-3.41,80.6,3.36,-39.03
398,methoni,90,GR,1554508543,93,36.82,55.99,5.82,21.7
399,bourail,0,NC,1554508707,69,-21.57,79.5,9.19,165.5
400,gualaquiza,64,EC,1554508708,90,-3.4,67.17,1.59,-78.58
401,los llanos de aridane,40,ES,1554508594,55,28.66,64.4,10.29,-17.92
402,havoysund,0,NO,1554506400,58,71.0,24.8,11.41,24.66
403,ahuimanu,20,US,1554508615,51,21.44,84.2,14.99,-157.84
404,raudeberg,0,NO,1554507008,93,61.99,42.01,1.12,5.14
405,kimbe,20,PG,1554508717,100,-5.56,82.29,1.48,150.15
406,north bend,75,US,1554508532,62,43.41,62.01,16.11,-124.22
407,strezhevoy,0,RU,1554505200,79,60.73,32.0,6.71,77.6
408,jacmel,75,HT,1554508515,69,18.24,82.4,5.82,-72.54
409,vostok,68,RU,1554508722,73,46.45,31.26,2.93,135.83
410,vila velha,0,BR,1554508691,83,-3.71,80.6,3.36,-38.6
411,arteaga,75,MX,1554508527,44,25.45,79.0,20.8,-100.85
412,college,1,US,1554508421,32,64.86,43.0,10.29,-147.8
413,djenne,0,ML,1554508727,36,13.91,83.19,8.86,-4.55
414,cabo san lucas,40,MX,1554508021,36,22.89,82.0,11.41,-109.91
415,ambilobe,0,MG,1554508730,90,-13.19,70.95,4.94,49.05
416,laguna,5,MX,1554504120,15,27.52,82.4,13.87,-110.01
417,inuvik,5,CA,1554505200,44,68.36,19.4,3.36,-133.71
418,smolenka,0,PL,1554508562,50,54.15,43.0,12.66,22.76
419,arica,0,CL,1554505200,69,-18.48,73.4,3.36,-70.32
420,tulun,0,RU,1554508738,58,54.56,18.12,3.38,100.58
421,puerto escondido,40,MX,1554504000,74,15.86,84.2,10.29,-97.07
422,kota belud,75,MY,1554508216,74,6.35,82.99,4.7,116.43
423,belmonte,76,PT,1554508004,88,40.36,42.01,8.01,-7.35
424,ishigaki,20,JP,1554505200,78,24.34,71.6,3.36,124.16
425,selma,40,US,1554508729,55,36.57,70.0,4.7,-119.61
426,sorong,0,ID,1554508744,100,-0.86,82.47,3.15,131.25
427,charters towers,0,AU,1554508610,81,-20.07,75.45,9.98,146.27
428,okato,36,NZ,1554508512,52,-39.19,64.99,11.01,173.88
429,hanna,12,CA,1554508743,51,51.64,48.99,17.0,-111.93
430,cockburn town,76,TC,1554508709,99,21.46,78.24,18.7,-71.14
431,khandyga,44,RU,1554508747,73,62.65,27.12,3.27,135.58
432,oktyabrskiy,0,RU,1554507725,80,55.61,37.0,2.24,37.97
433,ozernovskiy,24,RU,1554508750,87,51.5,35.76,7.18,156.52
434,margate,40,AU,1554508715,48,-43.03,64.0,14.99,147.26
435,anloga,20,GH,1554505200,83,5.79,84.2,10.29,0.9
436,neiafu,20,TO,1554505200,74,-18.65,86.0,8.05,-173.98
437,taunggyi,0,MM,1554508759,78,20.78,57.0,2.15,97.03
438,kaberamaido,0,UG,1554508762,68,1.76,74.19,10.2,33.16
439,bacolod,68,PH,1554508762,88,10.68,78.06,4.94,122.95
440,mabaruma,0,GY,1554508765,81,8.2,77.88,7.07,-59.78
441,puerto del rosario,0,ES,1554507000,77,28.5,60.8,12.75,-13.86
442,capelinha,92,BR,1554508766,80,-17.69,73.83,2.37,-42.52
443,havelock,90,US,1554508627,82,34.88,64.4,8.05,-76.9
444,okha,76,RU,1554508545,96,53.59,29.37,12.44,142.95
445,komyshuvakha,0,UA,1554508773,76,48.64,29.28,4.16,37.46
446,martan-chu,0,RU,1554505200,87,43.06,42.8,1.92,45.56
447,manokwari,12,ID,1554508751,95,-0.87,82.74,6.73,134.08
448,maragogi,100,BR,1554508778,85,-9.01,79.95,6.29,-35.22
449,oussouye,0,SN,1554505200,73,12.49,77.0,9.17,-16.54
450,husavik,0,CA,1554508532,89,50.56,36.0,5.01,-96.99
451,yumen,0,CN,1554508782,35,40.29,43.68,7.85,97.04
452,xichang,76,CN,1554508782,99,27.88,44.13,1.36,102.25
453,urdoma,0,RU,1554508783,94,61.74,27.03,6.4,48.55
454,port moresby,40,PG,1554505200,83,-9.47,80.6,5.82,147.16
455,lake havasu city,1,US,1554508469,22,34.47,80.6,11.41,-114.34
456,chebenki,0,RU,1554505200,86,51.93,37.4,4.47,55.71
457,beckley,40,US,1554507979,82,37.78,59.0,4.72,-81.19
458,konosha,0,RU,1554508785,61,60.97,18.12,7.18,40.26
459,icod de los vinos,8,ES,1554508668,81,28.37,66.2,21.92,-16.71
460,novobirilyussy,0,RU,1554508787,68,56.95,15.42,4.27,90.69
461,katsuura,20,JP,1554507245,54,33.93,62.01,5.82,134.5
462,praia,0,BR,1554505200,65,-20.25,78.8,5.82,-43.81
463,ampanihy,0,MG,1554508791,76,-24.69,69.87,5.5,44.75
464,zabaykalsk,36,CN,1554508793,58,49.64,27.66,14.12,117.33
465,iskenderun,40,TR,1554504600,93,36.58,54.0,3.36,36.17
466,vavatenina,80,MG,1554508795,99,-17.47,72.39,1.92,49.2
467,koumac,68,NC,1554508796,83,-20.56,77.52,7.4,164.28
468,ostrovnoy,0,RU,1554508798,84,68.05,20.64,15.79,39.51
469,amapa,40,HN,1554505200,66,15.09,86.0,13.87,-87.97
470,fomboni,44,KM,1554508810,100,-12.28,84.63,4.27,43.74
471,itarema,92,BR,1554508811,100,-2.92,74.01,3.71,-39.92
472,sao felix do xingu,76,BR,1554508813,94,-6.64,75.18,1.14,-51.99
473,alghero,0,IT,1554508805,93,40.56,45.0,1.12,8.32
474,warrnambool,80,AU,1554508629,80,-38.38,60.01,11.99,142.48
475,dubbo,0,AU,1554507000,47,-32.25,75.2,13.87,148.6
476,burnie,8,AU,1554508784,65,-41.05,63.0,8.99,145.91
477,mwingi,68,KE,1554508825,96,-0.93,63.93,3.83,38.07
478,babanka,20,UA,1554508826,76,48.71,30.27,2.93,30.45
479,henties bay,8,NA,1554508827,99,-22.12,59.43,3.38,14.28
480,presidencia roque saenz pena,92,AR,1554508827,64,-26.79,63.75,8.63,-60.44
481,gorontalo,0,ID,1554508828,84,0.54,78.87,2.37,123.06
482,revyakino,68,RU,1554508832,93,54.37,34.77,5.61,37.66
483,santa fe,12,AR,1554508820,83,-31.62,68.0,7.63,-60.7
484,beihai,0,CN,1554508784,49,38.95,54.0,13.42,121.19
485,caohai,92,CN,1554508837,100,26.87,46.11,1.48,104.28
486,rajbiraj,8,NP,1554508837,76,26.54,70.05,5.73,86.75
487,chillan,0,CL,1554505200,48,-36.61,66.2,2.24,-72.1
488,sechura,0,PE,1554508719,75,-5.56,75.27,10.54,-80.82
489,siva,90,GR,1554508762,87,35.21,59.0,9.17,25.04
490,maralal,8,KE,1554508842,83,1.1,58.44,4.16,36.7
491,forestville,90,CA,1554505200,92,48.74,32.0,9.17,-69.09
492,fenoarivo,75,MG,1554507000,88,-18.93,68.0,10.29,47.44
493,manggar,80,ID,1554508845,100,-2.88,79.77,5.17,108.27
494,lajas,56,CU,1554505140,74,22.41,80.6,3.36,-80.29
495,suntar,0,RU,1554508849,80,62.16,28.11,3.94,117.65
496,pascagoula,75,US,1554508842,83,30.37,71.6,8.05,-88.56
497,kaseda,0,JP,1554507749,93,31.42,53.6,8.05,130.32
498,kaspiysk,40,RU,1554505200,87,42.88,46.4,4.47,47.64
499,chara,90,GR,1554504600,81,39.42,53.6,6.93,22.43
500,bullhead city,20,US,1554508720,21,35.15,80.6,17.22,-114.57
501,cayenne,0,GF,1554507000,94,4.94,75.2,9.08,-52.33
502,kirakira,64,SB,1554508854,100,-10.46,83.28,6.73,161.92
503,kensington,40,CA,1554508826,31,46.44,35.6,5.82,-63.64
504,samana,75,EC,1554505800,88,0.12,86.0,12.75,-76.97
505,oneida,90,US,1554508859,76,41.07,55.4,3.04,-90.23
506,wanning,8,AT,1554508856,81,48.64,46.99,1.12,13.53
507,dunedin,0,NZ,1554508470,51,-45.87,53.01,8.99,170.5
508,maua,80,KE,1554508862,94,0.23,62.4,2.15,37.94
509,porto velho,40,BR,1554505200,94,-8.75,78.8,3.36,-63.87
510,beaverlodge,90,CA,1554505200,76,55.21,37.4,16.11,-119.43
511,umm lajj,0,SA,1554508864,100,25.02,60.87,2.15,37.27
512,ilek,76,RU,1554508864,98,51.53,35.31,3.15,53.38
513,douglas,90,US,1554508560,75,58.28,42.8,4.7,-134.39
514,slave lake,90,CA,1554505200,56,55.28,44.6,14.99,-114.77
515,olkhovka,80,RU,1554508867,94,53.21,33.15,2.26,60.61
516,loikaw,0,MM,1554508868,83,19.67,63.3,2.26,97.21
517,catuday,44,PH,1554508868,100,16.29,77.07,6.85,119.81
518,skaelskor,44,DK,1554508842,65,55.25,46.99,10.29,11.29
